date,t,p,humidity,precipitation,wind_dir,v_avg,v_max,cloudcover,visibility,weather_code
2019-01-02 15:00:00,8.4,1011.2,75,0.2,167,31.4,37.4,89,,51
2019-01-02 16:00:00,8.9,1010.5,76,0.3,160,32.1,42.1,100,,51
2019-01-02 17:00:00,9.0,1010.0,79,0.5,166,30.8,41.8,100,,53
2019-01-02 18:00:00,8.6,1009.9,84,0.9,188,32.0,42.1,100,,53
2019-01-02 19:00:00,9.1,1009.7,82,0.4,184,27.4,41.4,100,,51
2019-01-02 20:00:00,9.3,1009.5,80,0.6,202,25.2,34.9,100,,53
2019-01-02 21:00:00,9.4,1009.6,79,0.0,211,23.6,32.0,93,,3
2019-01-02 22:00:00,9.4,1009.5,77,0.0,211,21.8,29.9,99,,3
2019-01-02 23:00:00,9.2,1009.3,79,0.1,215,18.9,27.4,98,,51
2019-01-03 00:00:00,8.9,1009.2,80,0.2,218,14.6,23.8,100,,51
2019-01-03 01:00:00,8.7,1009.2,82,0.4,223,13.2,18.7,100,,51
2019-01-03 02:00:00,8.5,1009.1,83,0.7,229,12.5,17.6,100,,53
2019-01-03 03:00:00,8.5,1009.3,82,0.6,237,11.2,16.6,100,,53
2019-01-03 04:00:00,8.3,1008.9,83,0.5,256,8.9,14.8,100,,53
2019-01-03 05:00:00,7.6,1008.6,91,0.6,308,8.7,12.6,100,,53
2019-01-03 06:00:00,6.4,1009.0,94,0.6,345,14.9,19.8,100,,53
2019-01-03 07:00:00,5.3,1009.4,94,0.4,353,17.4,25.2,100,,51
2019-01-03 08:00:00,5.3,1009.8,93,0.5,356,15.9,24.8,100,,53
2019-01-03 09:00:00,5.4,1010.5,92,0.4,7,17.1,24.5,100,,51
2019-01-03 10:00:00,5.3,1010.8,92,0.6,5,18.1,28.4,100,,53
2019-01-03 11:00:00,5.5,1011.2,89,0.7,357,20.5,28.8,100,,53
2019-01-03 12:00:00,5.5,1011.0,89,0.2,354,21.0,29.5,100,,51
2019-01-03 13:00:00,5.3,1011.0,91,0.3,354,21.3,30.2,100,,51
2019-01-03 14:00:00,5.1,1011.5,91,0.5,354,20.3,30.2,100,,53
2019-01-03 15:00:00,4.1,1013.3,88,0.6,8,19.2,28.8,100,,53
2019-01-03 16:00:00,4.0,1013.8,88,0.4,10,18.6,28.1,100,,51
2019-01-03 17:00:00,3.8,1014.2,87,0.3,24,16.6,27.7,100,,51
2019-01-03 18:00:00,3.8,1014.8,88,0.1,33,15.4,24.8,100,,51
2019-01-03 19:00:00,3.8,1015.2,88,0.0,27,14.2,23.4,99,,3
2019-01-03 20:00:00,3.9,1015.8,86,0.0,14,14.8,22.7,99,,3
2019-01-03 21:00:00,4.0,1015.6,83,0.0,21,15.4,23.0,80,,3
2019-01-03 22:00:00,3.9,1015.3,84,0.0,23,16.5,24.5,90,,3
2019-01-03 23:00:00,3.7,1015.3,87,0.0,28,17.6,25.6,100,,3
2019-01-04 00:00:00,3.5,1014.8,91,0.0,41,19.1,28.1,100,,3
2019-01-04 01:00:00,3.3,1014.5,91,0.0,43,22.7,32.4,100,,3
2019-01-04 02:00:00,3.3,1014.1,90,0.0,47,25.2,36.0,100,,3
2019-01-04 03:00:00,3.7,1013.3,90,0.0,56,29.1,40.3,100,,3
2019-01-04 04:00:00,3.5,1012.5,93,0.0,62,31.7,45.0,100,,3
2019-01-04 05:00:00,3.3,1010.9,94,0.2,64,34.8,49.3,100,,51
2019-01-04 06:00:00,3.5,1009.3,94,1.0,65,37.4,53.3,100,,55
2019-01-04 07:00:00,3.7,1008.3,95,0.8,64,36.4,53.3,100,,53
2019-01-04 08:00:00,4.1,1007.5,93,1.1,70,36.8,53.6,100,,55
2019-01-04 09:00:00,4.7,1007.2,95,1.0,83,37.0,52.2,100,,55
2019-01-04 10:00:00,6.1,1006.4,92,0.3,84,31.1,51.8,100,,51
2019-01-04 11:00:00,8.7,1005.5,87,0.8,116,25.3,42.5,99,,53
2019-01-04 12:00:00,10.7,1004.2,80,1.1,188,37.5,44.3,96,,55
2019-01-04 13:00:00,10.0,1003.9,82,0.4,223,33.9,49.7,100,,51
2019-01-04 14:00:00,9.7,1004.4,84,0.3,232,31.5,44.6,79,,51
2019-01-04 15:00:00,8.1,1004.5,90,0.2,223,33.1,41.4,84,,51
2019-01-04 16:00:00,6.9,1005.9,90,0.0,240,32.1,45.0,57,,2
2019-01-04 17:00:00,5.6,1006.7,88,0.0,271,25.6,43.2,53,,2
2019-01-04 18:00:00,3.4,1008.4,94,0.0,306,32.8,44.6,100,,3
2019-01-04 19:00:00,2.5,1010.5,88,0.0,307,41.4,57.2,100,,3
2019-01-04 20:00:00,2.3,1012.6,84,0.0,309,44.8,62.6,100,,3
2019-01-04 21:00:00,2.3,1015.0,82,0.0,304,44.0,64.8,100,,3
2019-01-04 22:00:00,2.1,1016.9,82,0.0,299,45.8,67.0,100,,3
2019-01-04 23:00:00,2.0,1018.2,80,0.0,301,42.0,66.6,100,,3
2019-01-05 00:00:00,1.8,1019.4,79,0.0,295,37.4,60.8,100,,3
2019-01-05 01:00:00,1.5,1020.4,78,0.0,291,33.8,54.0,100,,3
2019-01-05 02:00:00,1.2,1021.2,76,0.0,286,33.3,48.6,100,,3
2019-01-05 03:00:00,0.6,1021.9,75,0.0,285,32.4,47.5,92,,3
2019-01-05 04:00:00,0.5,1021.9,73,0.0,285,30.6,46.4,62,,2
2019-01-05 05:00:00,0.6,1021.6,70,0.0,289,27.0,44.3,97,,3
2019-01-05 06:00:00,0.5,1021.0,73,0.0,306,20.9,39.6,100,,3
2019-01-05 07:00:00,0.4,1020.8,75,0.0,317,19.6,31.7,100,,3
2019-01-05 08:00:00,0.4,1020.8,75,0.0,320,17.4,30.2,100,,3
2019-01-05 09:00:00,0.6,1021.3,71,0.0,303,16.7,27.4,98,,3
2019-01-05 10:00:00,0.5,1021.5,73,0.0,307,16.2,26.6,89,,3
2019-01-05 11:00:00,0.7,1020.8,73,0.0,308,14.6,25.9,91,,3
2019-01-05 12:00:00,1.0,1019.9,69,0.0,323,13.6,23.8,94,,3
2019-01-05 13:00:00,1.2,1018.9,63,0.0,345,11.2,22.7,94,,3
2019-01-05 14:00:00,1.4,1018.4,60,0.0,3,7.9,19.4,98,,3
2019-01-05 15:00:00,2.1,1017.3,65,0.0,63,8.0,15.5,100,,3
2019-01-05 16:00:00,2.3,1016.7,68,0.0,80,12.4,19.4,95,,3
2019-01-05 17:00:00,2.5,1016.0,71,0.0,84,15.9,24.5,75,,2
2019-01-05 18:00:00,2.8,1015.8,71,0.0,83,16.7,25.9,74,,2
2019-01-05 19:00:00,3.1,1015.4,72,0.0,77,16.6,25.6,99,,3
2019-01-05 20:00:00,2.8,1014.8,77,0.0,67,23.1,32.0,100,,3
2019-01-05 21:00:00,2.7,1014.1,80,0.0,66,25.3,36.7,100,,3
2019-01-05 22:00:00,2.4,1013.6,83,0.0,67,27.1,38.5,99,,3
2019-01-05 23:00:00,2.5,1012.3,82,0.0,62,28.5,41.0,99,,3
2019-01-06 00:00:00,2.3,1011.7,85,0.0,68,28.7,41.4,99,,3
2019-01-06 01:00:00,2.3,1011.1,86,0.0,67,29.7,42.8,99,,3
2019-01-06 02:00:00,2.6,1010.4,83,0.0,65,30.1,42.8,100,,3
2019-01-06 03:00:00,2.6,1009.6,88,0.2,66,30.6,43.9,100,,51
2019-01-06 04:00:00,2.8,1009.0,89,0.3,68,31.4,45.0,100,,51
2019-01-06 05:00:00,2.6,1008.5,90,0.5,66,31.1,44.6,100,,71
2019-01-06 06:00:00,2.4,1007.2,92,0.9,66,35.9,50.0,99,,73
2019-01-06 07:00:00,2.6,1006.9,93,0.9,68,33.8,50.8,92,,73
2019-01-06 08:00:00,2.7,1006.5,92,0.1,71,35.1,49.7,100,,51
2019-01-06 09:00:00,2.7,1006.6,91,0.9,74,31.5,49.3,99,,73
2019-01-06 10:00:00,2.8,1006.3,91,0.0,70,30.3,44.6,100,,3
2019-01-06 11:00:00,3.1,1005.4,92,0.0,65,27.9,42.8,100,,3
2019-01-06 12:00:00,3.4,1005.1,92,0.0,68,22.5,39.6,100,,3
2019-01-06 13:00:00,4.4,1004.5,90,0.0,78,25.0,34.9,100,,3
2019-01-06 14:00:00,5.3,1003.9,88,0.0,62,24.5,34.6,99,,3
2019-01-06 15:00:00,5.4,1004.2,88,0.0,56,17.4,33.8,100,,3
2019-01-06 16:00:00,5.1,1004.4,89,0.0,18,17.4,24.1,100,,3
2019-01-06 17:00:00,4.6,1004.5,90,0.0,2,19.5,27.4,100,,3
2019-01-06 18:00:00,4.6,1004.7,90,0.0,23,18.4,28.1,100,,3
2019-01-06 19:00:00,4.3,1004.7,92,0.0,42,17.8,26.6,100,,3
2019-01-06 20:00:00,4.3,1005.0,92,0.0,50,18.9,27.0,100,,3
2019-01-06 21:00:00,4.1,1005.1,92,0.0,50,21.2,29.5,100,,3
2019-01-06 22:00:00,4.2,1004.8,89,0.0,57,22.9,32.4,100,,3
2019-01-06 23:00:00,4.2,1004.8,86,0.1,62,24.5,33.8,100,,51
2019-01-07 00:00:00,3.9,1004.5,86,0.2,55,26.1,37.4,100,,51
2019-01-07 01:00:00,3.2,1005.0,89,0.5,58,25.6,37.1,100,,53
2019-01-07 02:00:00,2.0,1005.5,98,0.7,49,21.9,36.4,100,,53
2019-01-07 03:00:00,2.1,1005.4,95,2.4,39,28.2,36.4,100,,75
2019-01-07 04:00:00,2.1,1005.5,95,3.0,29,28.0,47.5,100,,75
2019-01-07 05:00:00,2.1,1005.0,92,1.4,19,31.2,47.5,100,,73
2019-01-07 06:00:00,2.1,1005.0,93,1.2,30,33.2,47.2,100,,73
2019-01-07 07:00:00,1.9,1005.4,92,1.6,34,36.8,51.8,100,,75
2019-01-07 08:00:00,1.7,1005.9,90,1.3,37,36.3,53.3,100,,75
2019-01-07 09:00:00,1.5,1006.7,89,0.8,37,35.5,52.2,100,,73
2019-01-07 10:00:00,1.4,1007.6,88,0.4,38,33.8,51.5,100,,73
2019-01-07 11:00:00,1.2,1008.2,87,0.3,39,31.8,49.0,100,,73
2019-01-07 12:00:00,1.1,1008.5,87,0.2,38,27.9,46.1,100,,71
2019-01-07 13:00:00,1.0,1008.7,86,0.1,37,20.8,40.7,100,,71
2019-01-07 14:00:00,0.9,1009.1,85,0.2,28,14.3,31.3,100,,71
2019-01-07 15:00:00,1.2,1010.5,78,0.2,290,7.3,23.0,100,,71
2019-01-07 16:00:00,1.9,1011.4,73,0.0,269,17.6,25.9,80,,3
2019-01-07 17:00:00,1.9,1012.3,74,0.0,263,20.7,31.0,32,,1
2019-01-07 18:00:00,1.8,1013.3,76,0.0,269,19.8,31.0,40,,1
2019-01-07 19:00:00,1.7,1014.2,76,0.0,269,19.8,29.9,70,,2
2019-01-07 20:00:00,1.6,1014.8,77,0.0,271,19.1,29.5,99,,3
2019-01-07 21:00:00,1.6,1015.2,78,0.0,271,17.3,28.8,100,,3
2019-01-07 22:00:00,1.7,1015.4,79,0.0,271,15.1,26.3,100,,3
2019-01-07 23:00:00,2.0,1015.6,77,0.0,274,14.1,23.8,93,,3
2019-01-08 00:00:00,1.7,1015.7,81,0.0,296,13.2,22.7,93,,3
2019-01-08 01:00:00,1.1,1016.1,85,0.0,323,13.6,22.0,91,,3
2019-01-08 02:00:00,1.3,1016.3,84,0.0,324,11.1,22.0,19,,0
2019-01-08 03:00:00,0.9,1016.7,81,0.0,353,12.3,19.1,54,,2
2019-01-08 04:00:00,0.9,1016.3,81,0.0,4,11.2,20.5,71,,2
2019-01-08 05:00:00,0.9,1015.8,82,0.0,25,12.7,20.9,83,,3
2019-01-08 06:00:00,1.0,1015.8,82,0.0,50,12.8,21.2,69,,2
2019-01-08 07:00:00,1.3,1015.9,83,0.0,60,12.1,20.9,85,,3
2019-01-08 08:00:00,1.5,1015.8,85,0.0,52,11.0,20.2,89,,3
2019-01-08 09:00:00,1.7,1015.8,85,0.0,49,10.5,19.1,96,,3
2019-01-08 10:00:00,2.1,1015.7,86,0.0,61,11.9,19.4,99,,3
2019-01-08 11:00:00,2.5,1015.5,85,0.0,60,12.4,20.2,85,,3
2019-01-08 12:00:00,3.0,1015.0,85,0.0,55,11.4,19.8,97,,3
2019-01-08 13:00:00,3.5,1014.2,85,0.0,63,7.2,18.7,98,,3
2019-01-08 14:00:00,3.9,1013.4,81,0.1,112,1.9,25.2,100,,51
2019-01-08 15:00:00,4.0,1012.2,85,0.1,144,6.7,19.8,100,,51
2019-01-08 16:00:00,4.1,1012.0,83,0.2,193,8.1,18.7,100,,51
2019-01-08 17:00:00,4.1,1011.6,83,0.2,205,7.6,20.2,100,,51
2019-01-08 18:00:00,4.0,1011.2,85,0.2,152,6.1,18.4,100,,51
2019-01-08 19:00:00,3.5,1011.1,88,0.5,121,9.2,20.5,100,,53
2019-01-08 20:00:00,3.5,1010.5,90,0.5,101,12.8,24.5,100,,53
2019-01-08 21:00:00,3.7,1010.5,87,0.4,90,9.0,24.8,100,,51
2019-01-08 22:00:00,2.8,1010.4,91,0.4,317,18.1,22.0,99,,51
2019-01-08 23:00:00,1.4,1010.5,97,0.2,318,31.9,45.4,100,,51
2019-01-09 00:00:00,1.2,1010.5,95,0.0,320,29.1,45.7,100,,3
2019-01-09 01:00:00,0.9,1010.6,93,0.0,322,30.5,44.3,100,,3
2019-01-09 02:00:00,0.3,1010.5,86,0.0,321,34.6,49.7,100,,3
2019-01-09 03:00:00,-0.5,1011.1,82,0.0,316,30.6,51.1,100,,3
2019-01-09 04:00:00,-0.9,1011.0,80,0.0,316,31.8,46.1,100,,3
2019-01-09 05:00:00,-1.1,1011.0,80,0.0,319,31.4,47.5,100,,3
2019-01-09 06:00:00,-1.2,1011.7,78,0.0,328,26.9,46.4,100,,3
2019-01-09 07:00:00,-1.2,1012.4,76,0.0,335,22.7,40.0,94,,3
2019-01-09 08:00:00,-0.9,1013.1,72,0.0,330,22.1,34.6,66,,2
2019-01-09 09:00:00,-0.8,1013.7,74,0.0,319,20.2,33.1,31,,1
2019-01-09 10:00:00,-0.6,1014.3,74,0.0,313,18.6,31.0,6,,0
2019-01-09 11:00:00,-0.3,1014.7,75,0.0,324,16.5,28.8,5,,0
2019-01-09 12:00:00,0.1,1014.9,74,0.0,337,12.1,26.3,2,,0
2019-01-09 13:00:00,0.6,1015.3,71,0.0,342,7.2,20.9,2,,0
2019-01-09 14:00:00,1.1,1015.8,70,0.0,207,4.8,14.8,4,,0
2019-01-09 15:00:00,2.8,1015.7,71,0.0,196,16.9,19.8,82,,3
2019-01-09 16:00:00,4.3,1015.7,66,0.0,195,18.3,25.6,98,,3
2019-01-09 17:00:00,3.9,1015.9,82,0.1,209,23.4,32.4,73,,51
2019-01-09 18:00:00,4.6,1016.3,73,0.0,215,24.3,34.9,97,,3
2019-01-09 19:00:00,4.7,1016.9,83,0.0,211,22.6,37.8,96,,3
2019-01-09 20:00:00,4.9,1017.5,85,0.2,209,23.5,38.9,80,,51
2019-01-09 21:00:00,5.1,1018.0,82,0.3,221,29.6,43.6,97,,51
2019-01-09 22:00:00,5.7,1018.2,79,0.3,214,29.9,43.9,92,,51
2019-01-09 23:00:00,5.9,1018.5,64,0.1,214,35.8,47.5,83,,51
2019-01-10 00:00:00,6.1,1018.7,61,0.0,213,35.9,49.7,51,,2
2019-01-10 01:00:00,6.3,1019.0,58,0.0,213,33.1,48.6,61,,2
2019-01-10 02:00:00,6.4,1019.1,51,0.0,204,29.5,44.3,89,,3
2019-01-10 03:00:00,6.3,1019.4,58,0.0,187,27.6,38.9,100,,3
2019-01-10 04:00:00,6.6,1019.2,51,0.0,184,23.1,36.7,87,,3
2019-01-10 05:00:00,7.1,1018.5,51,0.0,172,28.0,35.3,100,,3
2019-01-10 06:00:00,6.8,1018.3,64,0.0,166,32.7,43.2,52,,2
2019-01-10 07:00:00,7.1,1018.6,58,0.0,170,33.6,43.9,91,,3
2019-01-10 08:00:00,7.0,1018.2,58,0.0,164,36.8,49.0,100,,3
2019-01-10 09:00:00,7.2,1018.5,58,0.0,171,41.5,56.2,100,,3
2019-01-10 10:00:00,7.9,1018.0,58,0.0,169,45.4,61.6,100,,3
2019-01-10 11:00:00,8.5,1017.5,54,0.0,170,43.1,63.4,100,,3
2019-01-10 12:00:00,8.4,1016.9,59,0.0,170,45.6,62.6,100,,3
2019-01-10 13:00:00,8.0,1016.3,64,0.0,168,46.0,61.6,100,,3
2019-01-10 14:00:00,8.0,1016.2,68,0.1,168,45.7,61.6,100,,51
2019-01-10 15:00:00,8.2,1015.9,71,0.6,174,47.8,62.3,100,,53
2019-01-10 16:00:00,8.4,1015.7,69,0.8,175,47.3,64.8,100,,53
2019-01-10 17:00:00,7.9,1015.8,75,1.2,183,47.6,64.8,100,,55
2019-01-10 18:00:00,8.0,1015.8,74,0.8,182,42.1,63.4,100,,53
2019-01-10 19:00:00,8.1,1015.6,70,0.5,179,38.9,55.4,100,,53
2019-01-10 20:00:00,8.1,1015.5,73,0.5,178,38.9,51.1,100,,53
2019-01-10 21:00:00,8.4,1015.4,72,0.4,176,36.4,50.8,100,,51
2019-01-10 22:00:00,8.3,1015.0,73,0.2,176,35.4,46.8,100,,51
2019-01-10 23:00:00,8.8,1014.9,73,0.1,181,33.5,45.7,100,,51
2019-01-11 00:00:00,8.7,1014.7,81,0.3,190,32.6,43.6,100,,51
2019-01-11 01:00:00,9.0,1014.5,83,0.2,193,34.7,43.9,100,,51
2019-01-11 02:00:00,8.9,1014.4,84,0.4,194,34.5,45.4,100,,51
2019-01-11 03:00:00,9.0,1014.6,86,0.4,190,34.4,46.8,100,,51
2019-01-11 04:00:00,9.2,1014.4,86,0.3,186,33.3,43.9,100,,51
2019-01-11 05:00:00,9.2,1014.0,86,0.0,184,37.9,47.5,100,,3
2019-01-11 06:00:00,9.1,1014.0,83,0.2,188,40.0,52.6,100,,51
2019-01-11 07:00:00,9.2,1013.8,77,0.0,188,40.0,52.9,100,,3
2019-01-11 08:00:00,9.2,1013.9,80,0.3,190,38.1,52.2,100,,51
2019-01-11 09:00:00,9.3,1013.8,80,0.4,186,38.7,50.8,100,,51
2019-01-11 10:00:00,9.3,1013.5,80,0.8,181,37.4,50.4,100,,53
2019-01-11 11:00:00,9.5,1013.3,80,0.3,180,32.0,48.6,100,,51
2019-01-11 12:00:00,9.6,1012.9,81,0.0,189,29.5,41.0,100,,3
2019-01-11 13:00:00,9.8,1012.3,80,0.0,194,34.9,43.6,100,,3
2019-01-11 14:00:00,9.8,1012.2,80,0.0,197,35.4,45.4,99,,3
2019-01-11 15:00:00,9.7,1012.0,80,0.0,198,37.0,47.2,99,,3
2019-01-11 16:00:00,9.6,1011.8,80,0.5,201,37.7,49.3,100,,53
2019-01-11 17:00:00,9.5,1011.8,82,0.0,210,41.1,53.6,99,,3
2019-01-11 18:00:00,9.4,1011.8,83,0.0,217,37.3,54.0,98,,3
2019-01-11 19:00:00,9.3,1011.7,85,0.0,219,38.1,49.7,100,,3
2019-01-11 20:00:00,9.2,1011.6,86,0.0,217,39.9,52.2,99,,3
2019-01-11 21:00:00,8.9,1011.5,87,0.0,216,39.7,52.6,98,,3
2019-01-11 22:00:00,8.7,1011.0,87,0.0,219,40.4,53.6,100,,3
2019-01-11 23:00:00,8.6,1011.3,85,0.0,223,40.0,52.9,100,,3
2019-01-12 00:00:00,8.2,1011.0,85,0.2,228,39.0,52.6,100,,51
2019-01-12 01:00:00,8.0,1011.1,82,0.0,233,40.8,52.9,100,,3
2019-01-12 02:00:00,7.7,1011.3,82,0.0,249,35.4,54.0,100,,3
2019-01-12 03:00:00,6.3,1011.3,88,0.2,278,23.6,46.1,100,,51
2019-01-12 04:00:00,4.7,1011.6,83,0.0,306,22.2,30.2,100,,3
2019-01-12 05:00:00,4.4,1011.7,78,0.0,288,33.2,43.6,74,,2
2019-01-12 06:00:00,3.8,1012.2,81,0.0,296,33.6,45.7,92,,3
2019-01-12 07:00:00,3.3,1012.6,82,0.0,304,37.5,51.5,98,,3
2019-01-12 08:00:00,2.9,1013.4,82,0.0,296,35.7,53.6,97,,3
2019-01-12 09:00:00,3.0,1014.2,77,0.0,287,31.2,50.8,100,,3
2019-01-12 10:00:00,2.9,1014.7,75,0.0,289,28.2,43.9,97,,3
2019-01-12 11:00:00,2.7,1014.4,75,0.0,294,25.6,39.6,98,,3
2019-01-12 12:00:00,2.9,1013.9,74,0.0,291,23.6,36.0,94,,3
2019-01-12 13:00:00,3.3,1013.0,72,0.0,299,21.7,33.5,91,,3
2019-01-12 14:00:00,3.8,1012.5,70,0.0,279,18.2,31.0,96,,3
2019-01-12 15:00:00,4.0,1011.9,73,0.0,243,8.0,26.6,100,,3
2019-01-12 16:00:00,4.6,1011.7,74,0.0,203,11.0,16.9,100,,3
2019-01-12 17:00:00,5.3,1011.2,71,0.0,214,6.5,16.9,100,,3
2019-01-12 18:00:00,6.0,1010.5,66,0.0,230,11.2,14.4,99,,3
2019-01-12 19:00:00,5.9,1009.9,67,0.1,258,14.0,20.5,99,,51
2019-01-12 20:00:00,4.5,1010.2,81,0.0,327,10.7,19.4,98,,3
2019-01-12 21:00:00,4.0,1009.7,85,0.0,10,9.9,17.3,99,,3
2019-01-12 22:00:00,4.2,1009.4,84,0.0,352,5.1,16.2,100,,3
2019-01-12 23:00:00,4.6,1009.0,84,0.0,298,9.3,14.0,95,,3
2019-01-13 00:00:00,3.6,1009.1,86,0.1,341,20.6,27.0,100,,51
2019-01-13 01:00:00,3.5,1009.4,79,0.0,315,20.4,31.3,100,,3
2019-01-13 02:00:00,3.7,1009.0,73,0.0,310,16.9,29.2,98,,3
2019-01-13 03:00:00,4.4,1008.3,70,0.0,286,16.9,29.9,99,,3
2019-01-13 04:00:00,4.5,1008.0,72,0.0,291,22.3,30.6,98,,3
2019-01-13 05:00:00,3.3,1008.2,86,0.0,311,26.6,37.1,99,,3
2019-01-13 06:00:00,2.6,1008.4,91,0.0,327,26.3,38.5,86,,3
2019-01-13 07:00:00,2.0,1008.6,83,0.0,324,25.8,37.8,85,,3
2019-01-13 08:00:00,1.5,1009.1,81,0.0,322,26.6,38.9,58,,2
2019-01-13 09:00:00,1.2,1009.7,81,0.0,323,25.7,38.9,29,,1
2019-01-13 10:00:00,1.0,1010.4,79,0.0,328,24.3,37.4,58,,2
2019-01-13 11:00:00,1.1,1010.5,75,0.0,329,21.5,35.6,53,,2
2019-01-13 12:00:00,1.0,1010.3,74,0.0,336,16.6,32.0,69,,2
2019-01-13 13:00:00,1.0,1009.8,72,0.0,336,12.6,25.9,62,,2
2019-01-13 14:00:00,1.1,1009.8,72,0.0,338,12.8,20.9,57,,2
2019-01-13 15:00:00,0.9,1009.8,70,0.0,325,11.4,21.2,67,,2
2019-01-13 16:00:00,0.9,1009.7,71,0.0,333,12.1,19.8,71,,2
2019-01-13 17:00:00,0.8,1009.7,71,0.0,336,13.4,22.0,95,,3
2019-01-13 18:00:00,0.7,1009.7,71,0.0,337,11.0,22.0,91,,3
2019-01-13 19:00:00,0.6,1009.6,71,0.0,336,7.9,19.1,81,,3
2019-01-13 20:00:00,0.7,1009.6,70,0.0,327,6.0,15.5,91,,3
2019-01-13 21:00:00,0.8,1009.4,70,0.0,330,5.8,13.0,92,,3
2019-01-13 22:00:00,0.9,1009.4,71,0.0,360,5.4,13.0,94,,3
2019-01-13 23:00:00,0.9,1009.2,72,0.0,37,5.4,12.2,94,,3
2019-01-14 00:00:00,1.3,1008.4,74,0.0,55,8.8,15.8,99,,3
2019-01-14 01:00:00,1.4,1007.9,78,0.0,73,10.1,17.3,100,,3
2019-01-14 02:00:00,2.0,1007.3,83,0.0,82,15.3,23.0,100,,3
2019-01-14 03:00:00,4.9,1005.5,72,0.1,263,6.2,23.8,98,,51
2019-01-14 04:00:00,4.2,1005.1,80,0.0,330,2.9,10.8,95,,3
2019-01-14 05:00:00,4.7,1004.6,82,0.1,230,5.6,9.4,93,,51
2019-01-14 06:00:00,5.7,1004.2,73,0.0,239,11.8,16.6,96,,3
2019-01-14 07:00:00,6.0,1003.8,69,0.0,238,12.8,18.7,99,,3
2019-01-14 08:00:00,6.9,1003.6,62,0.0,214,20.0,23.8,100,,3
2019-01-14 09:00:00,7.0,1003.8,64,0.1,213,26.6,34.6,100,,51
2019-01-14 10:00:00,6.3,1003.9,77,0.7,197,29.4,38.9,99,,53
